,CAD,BRL,MXN,GBP,CHF,DKK,NOK,SEK,EUR,AUD,NZD,JPY,SGD,KRW,TWD,THB,MYR,INR
2004-11-22,1.1848,2.7595,11.389,1.859,1.1624,5.6944,6.25,6.8708,1.3048,0.7839,0.7098,103.2,1.6455,1064,32.46,39.82,3.8,44.97
2004-11-23,1.1865,2.749,11.351,1.8713,1.1581,5.6771,6.2387,6.8497,1.309,0.786,0.713,103.42,1.6421,1065,32.45,39.85,3.8,45.02
2004-11-24,1.1813,2.7425,11.2885,1.8813,1.1495,5.6427,6.1923,6.783,1.3162,0.7863,0.7101,102.94,1.6416,1066,32.21,39.63,3.8,44.94
2004-11-25,,,,,,,,,,,,,,,,,,
2004-11-26,1.1775,2.7277,11.243,1.8965,1.1389,5.5901,6.1007,6.7119,1.3288,0.7903,0.7189,102.58,1.638,1046,32.2,39.37,3.8,44.94
2004-11-29,1.1846,2.744,11.2705,1.8948,1.1401,5.5899,6.0927,6.7007,1.3286,0.7852,0.7165,102.61,1.6367,1047.7,32.17,39.445,3.8,44.67
2004-11-30,1.1902,2.731,11.2411,1.9073,1.1421,5.6038,6.1391,6.7363,1.3259,0.7723,0.7143,103.04,1.6386,1048,32.2,39.43,3.8,44.47
2004-12-01,1.1856,2.703,11.153,1.9297,1.144,5.5821,6.1189,6.7168,1.3308,0.7754,0.7169,102.78,1.6308,1045,32.18,39.31,3.8,44.3
2004-12-02,1.1899,2.7285,11.159,1.9225,1.1512,5.5987,6.1595,6.7638,1.3268,0.7769,0.718,103.11,1.641,1041,31.85,39.29,3.8,44.1
2004-12-03,1.1976,2.6965,11.111,1.9375,1.1391,5.5475,6.0867,6.6522,1.339,0.7778,0.7185,102.56,1.6348,1046.5,32.18,39.06,3.8,44
2004-12-06,1.2012,2.717,11.131,1.9423,1.1381,5.5295,6.0624,6.6343,1.3431,0.7748,0.7203,102.68,1.6341,1040,32.02,39.12,3.8,43.51
2004-12-07,1.2088,2.737,11.168,1.9459,1.1385,5.5273,6.075,6.6315,1.3437,0.7754,0.7207,102.74,1.6338,1041,32.08,39.12,3.8,43.6
2004-12-08,1.2248,2.761,11.2825,1.9283,1.1585,5.6022,6.1993,6.7733,1.3252,0.7545,0.7054,104.74,1.6483,1058,32.12,39.47,3.8,44.15
2004-12-09,1.2253,2.78,11.29,1.9185,1.1545,5.5995,6.2225,6.7723,1.3274,0.7532,0.708,104.93,1.6495,1055,32.16,39.67,3.8,44.12
2004-12-10,1.2273,2.778,11.3285,1.9134,1.1613,5.6178,6.2118,6.8043,1.3224,0.7495,0.7035,105.45,1.6531,1067,32.455,39.69,3.8,44.52
2004-12-13,1.2286,2.76,11.291,1.9235,1.1534,5.5826,6.1733,6.7221,1.3309,0.7592,0.7103,104.67,1.646,1061.3,32.275,39.35,3.8,44.15
2004-12-14,1.2377,2.7678,11.2925,1.9239,1.1566,5.6046,6.2005,6.7593,1.328,0.7566,0.7092,105.59,1.6495,1058,32.49,39.53,3.8,44.05
2004-12-15,1.2229,2.735,11.1905,1.9446,1.1393,5.5349,6.115,6.6827,1.3429,0.7652,0.7191,104.02,1.6378,1061,32.41,39.23,3.8,43.86
2004-12-16,1.2363,2.735,11.238,1.9375,1.1555,5.5909,6.166,6.758,1.3287,0.7563,0.7108,104.36,1.6427,1055,32.32,39.21,3.8,43.75
2004-12-17,1.2257,2.713,11.227,1.939,1.1571,5.5904,6.1729,6.746,1.3295,0.7607,0.7139,104.28,1.6444,1060,32.35,39.17,3.8,43.88
2004-12-20,1.2297,2.684,11.1515,1.9482,1.1482,5.5508,6.1681,6.6773,1.3396,0.7644,0.7172,104.01,1.6404,1058,32.3,39.04,3.8,43.85
2004-12-21,1.2271,2.689,11.185,1.9263,1.1526,5.5576,6.176,6.717,1.3377,0.766,0.7111,104.33,1.6398,1055,32.34,38.94,3.8,43.66
2004-12-22,1.2401,2.704,11.18,1.9125,1.1525,5.5538,6.186,6.738,1.339,0.7656,0.7127,103.95,1.6397,1053,32.26,39.05,3.8,43.8
2004-12-23,1.2358,2.693,11.1375,1.9193,1.1444,5.5133,6.1352,6.6972,1.3491,0.7654,0.7132,103.71,1.6375,1050,32.18,39,3.8,43.61
2004-12-24,1.2291,2.69,11.143,1.9236,1.1423,5.4963,6.1167,6.6685,1.3536,0.7689,0.7175,103.65,1.6392,1047.8,32.171,38.97,3.8,43.63
2004-12-27,1.216,2.694,11.135,1.9369,1.1351,5.4604,6.0693,6.608,1.3625,0.7777,0.7218,102.97,1.6383,1046.5,32.04,39.03,3.8,43.75
2004-12-28,1.2185,2.69,11.2061,1.9316,1.1338,5.4614,6.0731,6.5939,1.3621,0.7787,0.7235,103.13,1.6348,1042.4,32.035,39.04,3.8,43.63
2004-12-29,1.2165,2.6825,11.2545,1.9157,1.137,5.4769,6.094,6.6216,1.3568,0.7709,0.7125,104.19,1.6412,1041,32.02,39.17,3.8,43.67
2004-12-30,1.2064,2.651,11.218,1.922,1.1342,5.4596,6.0551,6.6215,1.3623,0.7785,0.7181,103.11,1.6369,1041,31.94,38.96,3.8,43.62
2004-12-31,1.2034,2.655,11.154,1.916,1.1412,5.494,6.0794,6.6687,1.3538,0.7805,0.7203,102.68,1.6319,1035.1,31.74,38.8,3.8,43.27
2005-01-03,1.2108,2.6695,11.215,1.9058,1.1466,5.5161,6.1035,6.6855,1.3476,0.779,0.7148,102.83,1.639,1038,31.71,38.89,3.8,43.35
2005-01-04,1.2248,2.702,11.3191,1.8834,1.1674,5.5927,6.2407,6.8144,1.3295,0.7668,0.7069,104.27,1.6459,1038,31.79,39.175,3.8,43.47
2005-01-05,1.2236,2.697,11.334,1.8875,1.1673,5.5959,6.2135,6.7911,1.3292,0.7678,0.703,103.95,1.6448,1046.3,31.92,39.07,3.8,43.6
2005-01-06,1.2371,2.719,11.411,1.8751,1.1733,5.6417,6.2665,6.8655,1.3187,0.7612,0.6979,104.87,1.6496,1058,32.04,39.24,3.8,43.75
2005-01-07,1.2333,2.7095,11.36,1.8702,1.1859,5.6951,6.2971,6.92,1.3062,0.758,0.6955,104.93,1.6481,1051,32,39.16,3.8,43.63
2005-01-10,1.2194,2.6955,11.255,1.8751,1.1792,5.6746,6.2675,6.8856,1.3109,0.7596,0.6949,104.32,1.644,1053,32.215,39.12,3.8,43.82
2005-01-11,1.2142,2.712,11.217,1.8796,1.1758,5.653,6.2278,6.8616,1.3161,0.7642,0.7002,103.42,1.6363,1045,31.98,39,3.8,43.68
2005-01-12,1.1982,2.6961,11.1715,1.8932,1.1649,5.601,6.1726,6.8179,1.3281,0.768,0.707,102.26,1.6313,1042,31.85,38.85,3.8,43.53
2005-01-13,1.2005,2.699,11.198,1.8832,1.1726,5.6331,6.1952,6.8465,1.3207,0.767,0.7065,102.55,1.631,1036,31.69,38.67,3.8,43.52
2005-01-14,1.2188,2.704,11.2375,1.8695,1.1821,5.6758,6.2558,6.905,1.3106,0.7586,0.6981,102.5,1.6374,1043,31.885,38.68,3.8,43.55
2005-01-17,,,,,,,,,,,,,,,,,,
2005-01-18,1.2217,2.713,11.2485,1.8693,1.1839,5.7036,6.2568,6.9254,1.3043,0.7578,0.698,102.36,1.6347,1035.8,31.88,38.45,3.8,43.59
2005-01-19,1.2268,2.704,11.2335,1.8742,1.1833,5.7027,6.2718,6.922,1.3036,0.7606,0.703,102.52,1.6303,1031,31.79,38.43,3.8,43.61
2005-01-20,1.2334,2.7227,11.2501,1.872,1.1904,5.7417,6.3257,6.9711,1.2959,0.7612,0.7056,103.31,1.6392,1031.85,31.79,38.57,3.8,43.7
2005-01-21,1.2211,2.6902,11.2445,1.874,1.1853,5.7076,6.2929,6.9414,1.3049,0.7712,0.7146,102.85,1.635,1037.85,31.84,38.54,3.8,43.64
2005-01-24,1.2258,2.6795,11.2375,1.8778,1.1856,5.7061,6.2894,6.9516,1.3041,0.769,0.7148,102.67,1.6331,1031.85,31.65,38.43,3.8,43.65
2005-01-25,1.2381,2.686,11.297,1.8647,1.196,5.7442,6.3355,7.0069,1.2954,0.765,0.709,104.16,1.6404,1030.85,31.84,38.6,3.8,43.65
2005-01-26,1.2307,2.6673,11.2625,1.8833,1.1828,5.6903,6.3116,6.938,1.3081,0.7751,0.7193,102.9,1.6303,1031.45,31.7,38.46,3.8,43.65
2005-01-27,1.2366,2.6635,11.301,1.8866,1.1859,5.7099,6.3313,6.9725,1.3032,0.7756,0.7156,103.15,1.6333,1027.85,31.92,38.47,3.8,43.65
2005-01-28,1.2422,2.6477,11.255,1.885,1.1876,5.7098,6.3325,6.9816,1.3033,0.7751,0.7132,103.45,1.6341,1024,31.73,38.43,3.8,43.66
2005-01-31,1.2396,2.6115,11.2065,1.885,1.1877,5.7024,6.3558,6.9779,1.3049,0.7759,0.7112,103.55,1.6362,1026.85,31.71,38.55,3.8,43.6
2005-02-01,1.2405,2.605,11.165,1.8792,1.1937,5.7172,6.354,6.9838,1.3017,0.7723,0.7114,103.93,1.6417,1027.35,31.79,38.63,3.8,43.66
2005-02-02,1.2408,2.6175,11.1695,1.8826,1.1949,5.7138,6.3399,6.9673,1.3015,0.7737,0.7115,104.05,1.6373,1027.8,31.69,38.48,3.8,43.28
2005-02-03,1.2424,2.6042,11.166,1.8805,1.2029,5.745,6.3876,7.008,1.2959,0.7703,0.7108,104.55,1.6387,1024.85,31.655,38.5,3.8,43.3
2005-02-04,1.2495,2.6,11.1345,1.885,1.2059,5.7568,6.4153,7.0223,1.2927,0.7725,0.7126,103.7,1.633,1027,31.54,38.32,3.8,43.34
2005-02-07,1.2562,2.6015,11.182,1.8607,1.2222,5.8263,6.5427,7.1114,1.2773,0.7713,0.7044,104.68,1.6408,1029,31.605,38.25,3.8,43.38
2005-02-08,1.2476,2.631,11.206,1.857,1.2203,5.8221,6.5602,7.1048,1.2783,0.7669,0.7007,105.65,1.648,1036,31.77,38.5,3.8,43.58
2005-02-09,1.2511,2.6075,11.19,1.8582,1.217,5.8157,6.5412,7.087,1.2797,0.7684,0.7024,105.84,1.6491,1039,31.79,38.58,3.8,43.62
2005-02-10,1.2406,2.611,11.154,1.8708,1.2087,5.7761,6.5462,7.0565,1.2882,0.7826,0.7125,105.69,1.6518,1044,31.725,38.54,3.8,43.68
2005-02-11,1.238,2.6065,11.16,1.866,1.2095,5.7863,6.5494,7.0702,1.2864,0.7853,0.7131,105.75,1.6483,1033,31.64,38.519,3.8,43.7
2005-02-14,1.2342,2.582,11.1535,1.8917,1.1975,5.7341,6.4707,6.9948,1.2981,0.7892,0.7157,104.94,1.6383,1024.85,31.535,38.36,3.8,43.64
2005-02-15,1.2336,2.5728,11.1495,1.8894,1.1938,5.7337,6.453,6.9858,1.2986,0.7863,0.7168,104.47,1.6382,1026.55,31.445,38.36,3.8,43.71
2005-02-16,1.2421,2.591,11.152,1.878,1.1911,5.7284,6.434,6.988,1.2994,0.7819,0.7137,105.62,1.6417,1027,31.59,38.509,3.8,43.65
2005-02-17,1.231,2.564,11.141,1.895,1.1825,5.6872,6.4,6.9557,1.3083,0.7883,0.7187,105.4,1.6397,1025.45,31.47,38.55,3.8,43.68
2005-02-18,1.2294,2.566,11.0755,1.8949,1.1822,5.6935,6.3386,6.967,1.3075,0.7878,0.7247,105.69,1.6383,1024,31.46,38.57,3.8,43.73
2005-02-21,,,,,,,,,,,,,,,,,,
2005-02-22,1.2301,2.5922,11.043,1.9092,1.1617,5.6235,6.242,6.8697,1.323,0.794,0.7304,104.15,1.6266,1004.85,31.115,38.34,3.8,43.63
2005-02-23,1.2402,2.58,11.087,1.9066,1.1638,5.6302,6.2425,6.8783,1.3208,0.786,0.7237,104.96,1.6274,1002.85,31.195,38.44,3.8,43.61
2005-02-24,1.2435,2.6025,11.1015,1.9104,1.1691,5.6317,6.2467,6.8724,1.3205,0.7871,0.7225,105.41,1.63,1006.85,31.215,38.43,3.8,43.57
2005-02-25,1.2407,2.6265,11.091,1.9149,1.1686,5.6401,6.2591,6.8701,1.3195,0.7853,0.7202,105.21,1.6317,1007.85,31.165,38.36,3.8,43.61
2005-02-28,1.2295,2.5846,11.0885,1.9249,1.1585,5.6095,6.2009,6.8275,1.3274,0.794,0.7288,104.25,1.624,1000.85,31.06,38.24,3.8,43.57
2005-03-01,1.2425,2.6103,11.1005,1.9206,1.1654,5.6429,6.2148,6.8621,1.3189,0.7847,0.727,104.37,1.6221,1003.85,30.945,38.24,3.8,43.58
2005-03-02,1.2395,2.627,11.107,1.9124,1.1755,5.6702,6.2583,6.9105,1.3127,0.7834,0.7267,104.71,1.6255,1006.85,30.74,38.34,3.8,43.59
2005-03-03,1.2463,2.698,11.0905,1.9098,1.1787,5.6712,6.2628,6.8863,1.313,0.7842,0.7283,105.02,1.6268,1005.85,30.847,38.45,3.8,43.58
2005-03-04,1.2324,2.6513,11.0495,1.9243,1.168,5.6208,6.2102,6.822,1.3244,0.7919,0.735,104.46,1.625,1008,30.81,38.41,3.8,43.64
2005-03-07,1.23,2.6539,11.0305,1.9159,1.1757,5.6319,6.2075,6.8333,1.3203,0.7925,0.7355,105.22,1.6246,1004.45,30.873,38.37,3.8,43.58
2005-03-08,1.2163,2.6925,10.9755,1.9292,1.1607,5.5801,6.1386,6.7716,1.3342,0.7974,0.7398,104.51,1.6203,1004.05,30.865,38.3,3.8,43.58
2005-03-09,1.2064,2.7186,11.004,1.9239,1.1608,5.5638,6.1245,6.7648,1.3384,0.793,0.7358,103.87,1.618,1000.95,30.806,38.3,3.8,43.55
2005-03-10,1.205,2.729,11.039,1.9233,1.1546,5.5522,6.0925,6.7627,1.3409,0.7901,0.7387,104.15,1.6187,1000.05,30.65,38.27,3.8,43.48
2005-03-11,1.2041,2.6975,11.0215,1.9261,1.1501,5.5286,6.0667,6.7312,1.3465,0.7936,0.7399,103.93,1.6184,997.5,30.68,38.25,3.8,43.45
2005-03-14,1.2087,2.753,11.1335,1.9116,1.1621,5.5768,6.1182,6.814,1.3346,0.7866,0.7375,105.01,1.6233,1000.55,30.821,38.33,3.8,43.44
2005-03-15,1.2064,2.7755,11.208,1.9134,1.1651,5.597,6.145,6.8264,1.3315,0.7894,0.7406,104.54,1.6233,1003.65,30.99,38.44,3.8,43.46
2005-03-16,1.2038,2.744,11.204,1.9264,1.1522,5.5504,6.0888,6.7722,1.3423,0.7946,0.745,104.1,1.6196,1003.55,30.98,38.44,3.8,43.5
2005-03-17,1.2028,2.7345,11.2085,1.924,1.1563,5.5694,6.0802,6.8021,1.3373,0.7935,0.7438,104.57,1.623,1000.7,31.04,38.49,3.8,43.55
2005-03-18,1.2027,2.709,11.1715,1.9192,1.1649,5.5951,6.1102,6.8504,1.3311,0.7937,0.7447,104.7,1.6248,1004.85,31.01,38.51,3.8,43.67
2005-03-21,1.211,2.722,11.221,1.8974,1.1785,5.6573,6.1889,6.9274,1.3165,0.7866,0.737,105.1,1.6293,1009,31.28,38.56,3.8,43.61
2005-03-22,1.2017,2.708,11.1895,1.8997,1.1757,5.6385,6.187,6.9055,1.321,0.7918,0.7408,104.99,1.6348,1009.35,31.29,38.61,3.8,43.61
2005-03-23,1.2133,2.7455,11.245,1.8712,1.1953,5.7283,6.2982,7.0185,1.3005,0.7747,0.7212,105.76,1.6395,1008,31.38,38.65,3.8,43.66
2005-03-24,1.215,2.7415,11.2725,1.8709,1.199,5.7495,6.3273,7.0308,1.2957,0.7711,0.7146,106.26,1.6442,1013.35,31.42,38.9,3.8,43.65
2005-03-25,1.218,2.7385,11.272,1.8684,1.1998,5.7491,6.3352,7.0451,1.2954,0.7719,0.7133,106.32,1.6427,1014.2,31.45,38.97,3.8,43.62
2005-03-28,1.2234,2.7439,11.3295,1.8657,1.206,5.7818,6.3888,7.0716,1.2877,0.7685,0.7095,107.22,1.651,1017.85,31.63,39.17,3.8,43.67
2005-03-29,1.2135,2.7053,11.2938,1.8752,1.2034,5.7684,6.3516,7.0682,1.2913,0.7715,0.7118,107.49,1.6512,1023.85,31.73,39.29,3.8,43.7
2005-03-30,1.2164,2.6755,11.2265,1.8816,1.1964,5.7538,6.3259,7.0528,1.2944,0.7717,0.7108,107.33,1.6504,1023,31.73,39.26,3.8,43.69
2005-03-31,1.2094,2.666,11.177,1.8888,1.1952,5.745,6.3451,7.064,1.2969,0.7729,0.7126,107.22,1.6508,1015.4,31.46,39.11,3.8,43.62
2005-04-01,1.2146,2.6572,11.185,1.8789,1.2042,5.775,6.3463,7.1093,1.2896,0.7697,0.709,107.57,1.6588,1012,31.34,39.22,3.8,43.62
2005-04-04,1.2202,2.657,11.207,1.8733,1.2108,5.8032,6.377,7.1477,1.2838,0.767,0.7071,108.28,1.6663,1013,31.54,39.49,3.8,43.68
2005-04-05,1.2198,2.6248,11.2145,1.8773,1.208,5.8003,6.3538,7.1438,1.2842,0.7674,0.7079,108.43,1.6615,1017,31.54,39.59,3.8,43.69
2005-04-06,1.2216,2.6023,11.2298,1.8787,1.2061,5.7897,6.3491,7.1145,1.2868,0.7658,0.7121,108.67,1.66,1013,31.53,39.58,3.8,43.72
2005-04-07,1.2205,2.595,11.181,1.8768,1.2012,5.7725,6.3269,7.0919,1.2906,0.7684,0.7154,108.44,1.6568,1012,31.51,39.56,3.8,43.69
2005-04-08,1.2252,2.591,11.13,1.8824,1.1985,5.7692,6.3303,7.0986,1.2912,0.7726,0.7172,108.26,1.6542,1015,31.57,39.65,3.8,43.66
2005-04-11,1.233,2.5753,11.0885,1.8908,1.1935,5.7425,6.3134,7.0564,1.2972,0.7755,0.7215,107.79,1.649,1015,31.57,39.61,3.8,43.6
2005-04-12,1.2408,2.598,11.119,1.8842,1.2037,5.7854,6.3521,7.1018,1.2873,0.7734,0.7192,108.26,1.6498,1016,31.62,39.65,3.8,43.62
2005-04-13,1.2365,2.555,11.0605,1.893,1.2,5.7675,6.3592,7.0796,1.2918,0.7797,0.7248,107.32,1.644,1011,31.42,39.49,3.8,43.65
2005-04-14,1.2417,2.571,11.098,1.8806,1.2135,5.8109,6.4235,7.1627,1.2819,0.7715,0.7212,108.18,1.6558,1019,31.7,39.7,3.8,43.64
2005-04-15,1.242,2.5875,11.0875,1.893,1.2011,5.7645,6.3658,7.096,1.2928,0.7703,0.7175,107.65,1.6554,1018,31.56,39.62,3.8,43.7
2005-04-18,1.2482,2.619,11.1305,1.9052,1.1857,5.7156,6.2959,7.0513,1.3037,0.7664,0.7171,107.39,1.6545,1017,31.62,39.49,3.8,43.62
2005-04-19,1.2409,2.584,11.079,1.9165,1.1843,5.7189,6.2946,7.0525,1.3034,0.7704,0.7214,107.02,1.6499,1013,31.5,39.51,3.8,43.7
2005-04-20,1.2388,2.56,11.0615,1.9197,1.1797,5.696,6.2495,7.0194,1.308,0.7755,0.7277,106.82,1.646,1009,31.46,39.34,3.8,43.58
2005-04-21,1.2384,2.5485,11.039,1.9104,1.1788,5.6894,6.231,7.014,1.3093,0.7768,0.7286,106.85,1.647,1008,31.51,39.56,3.8,43.68
2005-04-22,1.2342,2.5339,11.036,1.9151,1.1821,5.6994,6.237,7.0118,1.3068,0.7819,0.7321,105.85,1.6455,1004,31.49,39.4,3.8,43.66
2005-04-25,1.2372,2.526,11.053,1.9117,1.1885,5.7364,6.269,7.0368,1.2984,0.7799,0.7293,105.67,1.6458,999,31.32,39.42,3.8,43.61
2005-04-26,1.2462,2.542,11.059,1.904,1.1894,5.7443,6.2743,7.0567,1.2964,0.7792,0.7249,106.03,1.6477,998.7,31.34,39.5,3.8,43.6
2005-04-27,1.2465,2.5135,11.098,1.9047,1.192,5.7562,6.2771,7.0646,1.2938,0.7764,0.7217,105.98,1.6465,1002.7,31.39,39.52,3.8,43.6
2005-04-28,1.2508,2.523,11.115,1.9097,1.1918,5.7641,6.305,7.0886,1.2916,0.7795,0.7291,105.97,1.6448,1002,31.32,39.62,3.8,43.68
2005-04-29,1.2568,2.533,11.082,1.9122,1.1898,5.7624,6.2788,7.1123,1.2919,0.7834,0.7345,104.64,1.6337,997,31.23,39.43,3.8,43.48
2005-05-02,1.2552,2.5147,11.027,1.8959,1.198,5.7872,6.3235,7.158,1.2857,0.7796,0.7295,105.07,1.6374,1001,31.33,39.5,3.8,43.46
2005-05-03,1.2541,2.502,11.0255,1.891,1.1972,5.7757,6.2982,7.1289,1.2889,0.7737,0.7262,105.16,1.6385,1002,31.26,39.52,3.8,43.56
2005-05-04,1.2502,2.475,10.986,1.9,1.1927,5.7527,6.2619,7.09,1.2936,0.7777,0.7318,104.77,1.6365,997.5,31,39.48,3.8,43.4
2005-05-05,1.2448,2.47,10.948,1.9048,1.1969,5.7548,6.2635,7.085,1.2936,0.781,0.7356,104.41,1.6364,999.6,31.05,39.42,3.8,43.33
2005-05-06,1.2429,2.4668,10.9455,1.892,1.2058,5.7995,6.3314,7.1411,1.2832,0.7763,0.7325,104.93,1.6412,999,31.15,39.44,3.8,43.35
2005-05-09,1.2377,2.4528,10.9715,1.8836,1.2057,5.7936,6.3238,7.1405,1.2839,0.7731,0.731,105.54,1.6443,1001,31.24,39.52,3.8,43.45
2005-05-10,1.2373,2.4742,11.02,1.8828,1.201,5.7773,6.2878,7.1499,1.2877,0.7757,0.7315,105.53,1.6436,999.01,31.2,39.45,3.8,43.36
2005-05-11,1.2474,2.48,11.03,1.8735,1.2067,5.8133,6.3145,7.2029,1.2803,0.7745,0.731,105.74,1.6441,997,30.98,39.44,3.8,43.21
2005-05-12,1.2493,2.461,10.996,1.865,1.2152,5.8542,6.3671,7.2549,1.2706,0.7679,0.7195,106.68,1.654,999.5,31.3,39.46,3.8,43.3
2005-05-13,1.2625,2.463,11.021,1.853,1.2227,5.8857,6.3934,7.2789,1.2645,0.7611,0.7122,107.14,1.6575,1000,31.27,39.58,3.8,43.35
2005-05-16,1.2703,2.478,11.033,1.8368,1.2223,5.8927,6.4099,7.3081,1.263,0.7565,0.708,107.02,1.6565,1009,31.37,39.86,3.8,43.38
2005-05-17,1.2664,2.4775,10.9942,1.8401,1.2205,5.8867,6.402,7.2754,1.2644,0.7575,0.71,107.15,1.6537,1004,31.39,39.82,3.8,43.41
2005-05-18,1.2618,2.4625,10.961,1.8382,1.2189,5.8808,6.4025,7.2561,1.266,0.7598,0.7122,107.05,1.6512,1003,31.34,39.87,3.8,43.43
2005-05-19,1.2627,2.4455,10.9305,1.8367,1.2235,5.8964,6.4189,7.2884,1.2628,0.7585,0.7125,107.43,1.6554,1006,31.34,39.9,3.8,43.45
2005-05-20,1.2627,2.4525,10.972,1.8246,1.2335,5.9324,6.4656,7.3069,1.2553,0.755,0.7082,108.17,1.6635,1007,31.47,40.05,3.8,43.34
2005-05-23,1.2578,2.43,10.9575,1.8288,1.2311,5.921,6.4444,7.2914,1.2575,0.7583,0.7093,107.72,1.6595,1004,31.38,40.06,3.8,43.45
2005-05-24,1.2612,2.4339,10.982,1.8288,1.2293,5.9134,6.4245,7.2841,1.2588,0.7623,0.7132,107.46,1.654,1003,31.3,40.01,3.8,43.45
2005-05-25,1.2641,2.4075,10.9385,1.8312,1.2264,5.9085,6.3865,7.2887,1.2602,0.7626,0.7138,107.73,1.6568,1000,31.37,40.1,3.8,43.43
2005-05-26,1.268,2.409,10.9685,1.8205,1.2359,5.9456,6.3789,7.348,1.2517,0.7604,0.7115,107.95,1.659,1002,31.41,40.38,3.8,43.46
2005-05-27,1.2585,2.396,10.885,1.8227,1.2324,5.9203,6.3522,7.3144,1.2568,0.7623,0.7142,107.88,1.6591,1000,31.29,40.38,3.8,43.41
2005-05-30,,,,,,,,,,,,,,,,,,
2005-05-31,1.2512,2.411,10.9125,1.8231,1.2447,6.0264,6.4272,7.4108,1.2349,0.7591,0.7065,107.97,1.663,1005,31.13,40.57,3.8,43.62
2005-06-01,1.2471,2.442,10.845,1.812,1.2529,6.0804,6.4572,7.4735,1.2232,0.7498,0.6994,108.42,1.6742,1010,31.3,40.67,3.8,43.71
2005-06-02,1.2473,2.4166,10.8125,1.8156,1.2515,6.0661,6.4579,7.446,1.2266,0.7536,0.6995,108.31,1.6713,1013,31.3,40.67,3.8,43.64
2005-06-03,1.2483,2.4081,10.824,1.8119,1.2545,6.0844,6.4588,7.469,1.2227,0.7548,0.6999,107.84,1.668,1006,31.27,40.63,3.8,43.5
2005-06-06,1.2447,2.476,10.8825,1.8209,1.2489,6.0637,6.412,7.4463,1.2268,0.7649,0.7095,106.86,1.6624,1003,31.15,40.55,3.8,43.58
2005-06-07,1.2471,2.456,10.86,1.832,1.2464,6.0605,6.3968,7.4373,1.2277,0.7695,0.715,106.64,1.6612,1004.7,31.22,40.5,3.8,43.53
2005-06-08,1.244,2.4398,10.838,1.8368,1.2456,6.043,6.4241,7.4542,1.232,0.7688,0.716,106.89,1.6584,1005.6,31.27,40.54,3.8,43.46
2005-06-09,1.2549,2.4887,10.8725,1.8209,1.2552,6.0927,6.4672,7.5313,1.2216,0.7675,0.7132,107.52,1.6636,1005,31.29,40.64,3.8,43.46
2005-06-10,1.2492,2.467,10.868,1.8128,1.2688,6.1367,6.4607,7.6037,1.2127,0.7625,0.707,108.45,1.6693,1006.72,31.33,40.73,3.8,43.48
2005-06-13,1.2578,2.4588,10.8725,1.8011,1.2778,6.1831,6.5241,7.7112,1.2035,0.7592,0.704,109.58,1.6793,1016,31.48,40.95,3.8,43.6
2005-06-14,1.2554,2.461,10.8399,1.8062,1.2776,6.182,6.538,7.701,1.2038,0.7655,0.7092,109.38,1.6758,1014.5,31.43,40.93,3.8,43.57
2005-06-15,1.2397,2.4443,10.8305,1.8219,1.271,6.1473,6.5062,7.6619,1.2106,0.768,0.7127,109.34,1.6736,1014,31.37,40.89,3.8,43.56
2005-06-16,1.2376,2.4095,10.7929,1.8206,1.2742,6.1564,6.5103,7.6663,1.2089,0.7721,0.7154,109.08,1.6748,1012.9,31.4,40.94,3.8,43.55
2005-06-17,1.235,2.392,10.785,1.8266,1.2631,6.0822,6.4471,7.527,1.224,0.7776,0.7175,108.83,1.67,1008.1,31.22,41.08,3.8,43.5
2005-06-20,1.2319,2.3825,10.83,1.8231,1.2722,6.1332,6.4789,7.6047,1.214,0.7767,0.7155,109.42,1.6745,1011.9,31.37,41.12,3.8,43.53
2005-06-21,1.231,2.379,10.7905,1.824,1.2702,6.137,6.4737,7.621,1.2134,0.7783,0.7163,108.52,1.6698,1008,31.3,41.14,3.8,43.5
2005-06-22,1.2351,2.376,10.7585,1.8218,1.2711,6.1402,6.4968,7.6708,1.213,0.7792,0.7167,108.89,1.6723,1009.2,31.36,41.16,3.8,43.45
2005-06-23,1.2311,2.3925,10.788,1.818,1.2776,6.179,6.5962,7.7893,1.2054,0.7734,0.7077,108.79,1.6704,1010.5,31.35,41.04,3.8,43.51
2005-06-24,1.2329,2.38,10.7638,1.8221,1.2749,6.1614,6.5634,7.7652,1.2088,0.7684,0.7058,109.22,1.6733,1013.5,31.31,41.08,3.8,43.5
2005-06-27,1.2307,2.3812,10.8089,1.8252,1.2694,6.1304,6.5382,7.7291,1.2152,0.7686,0.7072,109.39,1.6756,1013.5,31.32,41.1,3.8,43.44
2005-06-28,1.231,2.3693,10.8415,1.8157,1.2791,6.1685,6.5809,7.781,1.2078,0.7644,0.7013,109.89,1.6822,1023.5,31.33,41.19,3.8,43.46
2005-06-29,1.2263,2.3493,10.756,1.808,1.2786,6.1557,6.5327,7.8114,1.2101,0.7625,0.6988,110.27,1.6846,1030,31.63,41.29,3.8,43.5
2005-06-30,1.2256,2.357,10.772,1.793,1.2827,6.1599,6.5381,7.8024,1.2098,0.7618,0.6959,110.91,1.6868,1034.5,31.64,41.33,3.8,43.51
2005-07-01,1.2418,2.348,10.737,1.7708,1.2965,6.2333,6.6032,7.9218,1.1957,0.7516,0.6837,111.68,1.6914,1033,31.64,41.38,3.8,43.45
2005-07-04,,,,,,,,,,,,,,,,,,
