,CAD,BRL,MXN,GBP,CHF,DKK,NOK,SEK,EUR,AUD,NZD,JPY,SGD,KRW,TWD,THB,MYR,INR
1994-12-13,1.3872,,3.457,1.5605,1.3305,6.1635,6.8635,7.545,,0.775,0.637,100.32,1.4655,795.8,26.4,25.1,2.5643,31.3725
1994-12-14,1.3875,,3.454,1.5612,1.3301,6.1635,6.861,7.572,,0.7755,0.6385,100.3,1.4675,795.8,26.42,25.13,2.564,31.37
1994-12-15,1.3875,,3.461,1.563,1.3262,6.1575,6.8535,7.5395,,0.7778,0.641,100.26,1.4667,796,26.36,25.12,2.5644,31.3725
1994-12-16,1.3885,,3.463,1.563,1.3312,6.165,6.8615,7.5475,,0.775,0.639,100.28,1.465,796.3,26.41,25.115,2.5645,31.375
1994-12-19,1.3941,,3.4662,1.5622,1.3308,6.179,6.8675,7.5505,,0.7765,0.64,100.15,1.4667,790.6,26.45,25.13,2.5665,31.405
1994-12-20,1.3946,,3.95,1.56,1.3299,6.174,6.868,7.5215,,0.7753,0.6384,100.32,1.4642,796.2,26.43,25.11,2.5585,31.41
1994-12-21,1.3945,,3.997,1.5595,1.326,6.166,6.858,7.492,,0.775,0.6382,100.23,1.464,795.2,26.4,25.12,2.5615,31.4025
1994-12-22,1.3985,,4.85,1.5462,1.3329,6.192,6.888,7.495,,0.7755,0.6405,100.45,1.4639,794.6,26.42,25.12,2.5635,31.405
1994-12-23,1.3991,,4.7,1.5445,1.3343,6.193,6.898,7.5045,,0.777,0.6425,100.22,1.4637,794.3,26.42,25.14,2.5633,31.3925
1994-12-26,,,,,,,,,,,,,,,,,,
1994-12-27,1.4005,,5.75,1.545,1.3305,6.18,6.881,7.492,,0.7765,0.6425,100.46,1.4645,794.2,26.45,25.13,2.5625,31.4125
1994-12-28,1.4035,,5.35,1.5435,1.3286,6.167,6.862,7.4955,,0.7775,0.6428,100.33,1.4649,793.6,26.45,25.134,2.563,31.41
1994-12-29,1.4078,,5,1.5602,1.3097,6.0865,6.7705,7.456,,0.7761,0.6425,99.65,1.4623,793.2,26.39,25.095,2.5602,31.3925
1994-12-30,1.403,,5,1.5665,1.31,6.084,6.764,7.4295,,0.7753,0.6402,99.6,1.4585,792.7,26.29,25.105,2.5545,31.3725
1995-01-02,,0.844,,,,,,,,,,,,,,,,
1995-01-03,1.4035,0.845,5.5,1.5624,1.313,6.1055,6.785,7.4545,,0.7703,0.6396,100.52,1.454,791.8,26.23,25.115,2.5498,31.3725
1995-01-04,1.403,0.845,5.55,1.5605,1.313,6.1335,6.811,7.467,,0.7688,0.6381,101.4,1.4545,791.6,26.24,25.14,2.553,31.37
1995-01-05,1.4005,0.843,5.45,1.5635,1.3035,6.099,6.7745,7.466,,0.7675,0.637,100.97,1.4537,792.4,26.35,25.14,2.5505,31.3675
1995-01-06,1.4008,0.84,5.5,1.5518,1.31,6.1355,6.8105,7.544,,0.766,0.6368,101.37,1.4543,792.7,26.28,25.14,2.5523,31.37
1995-01-09,1.406,0.844,5.4,1.5573,1.2945,6.0795,6.7505,7.488,,0.762,0.6365,100.33,1.452,793.4,26.37,25.13,2.552,31.3725
1995-01-10,1.4123,0.847,5.8,1.5585,1.289,6.0695,6.749,7.551,,0.767,0.6405,100.4,1.4515,794.1,26.32,25.13,2.555,31.37
1995-01-11,1.414,0.851,5.75,1.5592,1.2865,6.057,6.735,7.493,,0.7703,0.6413,99.9,1.453,794.3,26.33,25.12,2.5545,31.3675
1995-01-12,1.4165,0.845,5.65,1.5715,1.2805,6.0265,6.6985,7.478,,0.7665,0.641,98.8,1.4655,793.3,26.3,25.7,2.5605,31.37
1995-01-13,1.4112,0.847,5.35,1.567,1.291,6.0575,6.7245,7.52,,0.757,0.638,98.77,1.457,793.1,26.32,25.25,2.5605,31.3675
1995-01-16,,0.847,,,,,,,,,,,,,,,,
1995-01-17,1.4215,0.846,5.27,1.568,1.287,6.0335,6.6935,7.4715,,0.7585,0.6392,99,1.4494,795.8,26.32,25.055,2.55,31.375
1995-01-18,1.4217,0.846,5.29,1.5707,1.2885,6.031,6.694,7.456,,0.7603,0.6395,99.55,1.4532,795.1,26.3,25.07,2.554,31.37
1995-01-19,1.422,0.848,5.68,1.575,1.2815,6.0035,6.6615,7.484,,0.7655,0.6417,99.43,1.452,795.6,26.3,25.06,2.5535,31.3725
1995-01-20,1.4238,0.848,5.7,1.5877,1.2715,5.968,6.624,7.433,,0.7685,0.6415,99.4,1.4465,795.5,26.29,25.08,2.552,31.3725
1995-01-23,1.4195,0.85,5.76,1.5955,1.2695,5.966,6.618,7.454,,0.7673,0.6433,99.75,1.4503,795.6,26.31,25.07,2.557,31.375
1995-01-24,1.4148,0.851,5.8,1.596,1.271,5.965,6.617,7.449,,0.77,0.6453,99.64,1.4516,795.4,26.28,25.07,2.5615,31.3775
1995-01-25,1.4149,0.851,5.7,1.5932,1.2755,5.9795,6.637,7.494,,0.7643,0.6443,99.6,1.4543,793.2,26.27,25.09,2.562,31.39
1995-01-26,1.4148,0.845,5.66,1.5908,1.2735,5.9705,6.6295,7.463,,0.7655,0.642,99.31,1.4525,790.5,26.27,25.09,2.5595,31.375
1995-01-27,1.4152,0.844,5.68,1.5885,1.2745,5.9855,6.6435,7.464,,0.762,0.6401,99.35,1.452,788.4,26.29,25.06,2.5572,31.38
1995-01-30,1.4193,0.846,6.5,1.5935,1.268,5.943,6.5985,7.4175,,0.759,0.639,98.4,1.452,789.9,26.31,25.05,2.5595,31.38
1995-01-31,1.4092,0.841,5.82,1.5815,1.2845,6.013,6.68,7.5015,,0.7575,0.6388,99.43,1.4537,789.8,26.31,25.1,2.558,31.3775
1995-02-01,1.4109,0.842,5.51,1.5805,1.289,6.0065,6.6735,7.4695,,0.759,0.639,99.4,1.4529,789.8,26.31,25.07,2.5542,31.3725
1995-02-02,1.4065,0.839,5.47,1.583,1.2842,5.99,6.6515,7.448,,0.7585,0.6405,99.5,1.4529,789.8,26.29,25.06,2.5547,31.375
1995-02-03,1.4029,0.839,5.36,1.5643,1.291,6.017,6.6845,7.478,,0.7525,0.637,99.75,1.4584,792,26.3,25.09,2.5546,31.3825
1995-02-06,1.3985,0.836,5.38,1.56,1.2948,6.0265,6.699,7.446,,0.7511,0.6315,99.3,1.4621,794.7,26.29,25.07,2.5536,31.37
1995-02-07,1.3955,0.836,5.35,1.557,1.3015,6.043,6.719,7.478,,0.7464,0.6311,99.42,1.462,795.2,26.29,25.08,2.5523,31.3725
1995-02-08,1.395,0.835,5.37,1.5523,1.2968,6.0315,6.7075,7.471,,0.7441,0.6302,98.98,1.4561,793,26.31,25.08,2.5501,31.3675
1995-02-09,1.3988,0.833,5.55,1.5565,1.293,6.0175,6.6885,7.463,,0.744,0.6327,98.85,1.4541,793.4,26.29,25.07,2.5484,31.375
1995-02-10,1.402,0.834,5.65,1.5627,1.2847,5.9955,6.664,7.41,,0.7452,0.6342,98.86,1.4526,793.9,26.33,25.06,2.5485,31.375
1995-02-13,1.4028,0.832,5.6,1.5635,1.2838,5.9905,6.6645,7.427,,0.7442,0.6335,98.66,1.4524,796.6,26.37,25.04,2.549,31.3725
1995-02-14,1.3995,0.834,5.77,1.5575,1.2782,5.961,6.6365,7.3915,,0.744,0.6328,98.65,1.4538,796.3,26.38,25.04,2.5517,31.37
1995-02-15,1.4047,0.836,6.03,1.5605,1.2787,5.9525,6.6155,7.3815,,0.747,0.6343,98.52,1.4562,794.1,26.38,25.03,2.5525,31.375
1995-02-16,1.41,0.844,6.09,1.5775,1.259,5.8855,6.5455,7.3605,,0.7455,0.6347,97.55,1.452,794.4,26.37,25.01,2.552,31.365
1995-02-17,1.4055,0.85,5.82,1.5765,1.259,5.881,6.548,7.356,,0.7375,0.6395,97.48,1.454,797.5,26.38,24.99,2.554,31.37
1995-02-20,,0.841,,,,,,,,,,,,,,,,
1995-02-21,1.3995,0.842,5.44,1.5815,1.248,5.8345,6.501,7.316,,0.7415,0.6355,97.3,1.452,795.9,26.36,24.97,2.554,31.3875
1995-02-22,1.3987,0.848,5.93,1.586,1.249,5.821,6.4795,7.3095,,0.738,0.635,97.03,1.4538,791.8,26.36,24.93,2.5545,31.3775
1995-02-23,1.3943,0.847,5.69,1.593,1.25,5.815,6.479,7.27,,0.7365,0.6323,96.8,1.4532,791.8,26.36,24.93,2.554,31.3825
1995-02-24,1.394,0.853,5.84,1.5885,1.2483,5.8135,6.4775,7.265,,0.7373,0.6321,97.1,1.4505,791.2,26.37,24.95,2.5536,31.4
1995-02-27,1.3965,0.851,6.06,1.5835,1.2358,5.7965,6.4655,7.3615,,0.7395,0.6358,96.75,1.4507,790.2,26.34,24.95,2.554,31.395
1995-02-28,1.3937,0.851,5.97,1.584,1.2332,5.7945,6.45,7.3345,,0.738,0.6335,96.6,1.4491,789.1,26.36,24.95,2.5532,31.425
1995-03-01,1.3965,0.852,5.96,1.5843,1.2405,5.822,6.4725,7.315,,0.7348,0.6333,96.75,1.4495,789.1,26.38,24.95,2.5526,31.415
1995-03-02,1.404,0.852,5.97,1.591,1.237,5.798,6.455,7.34,,0.737,0.6345,95.81,1.447,791,26.37,24.92,2.5518,31.485
1995-03-03,1.4015,0.859,6.06,1.621,1.216,5.7065,6.3575,7.296,,0.7381,0.6383,94.4,1.4468,792.6,26.34,24.86,2.5503,31.365
1995-03-06,1.4179,0.866,6.6,1.633,1.1695,5.6535,6.2375,7.2435,,0.7393,0.6432,92.6,1.4335,793.9,26.25,24.83,2.5445,31.83
1995-03-07,1.4215,0.887,6.9,1.644,1.1445,5.582,6.1775,7.177,,0.7385,0.6452,90.85,1.421,790.8,26.23,24.79,2.5445,31.9
1995-03-08,1.4088,0.889,6.82,1.619,1.164,5.607,6.218,7.1615,,0.7391,0.6442,91.27,1.4255,788.8,26,24.77,2.55,31.81
1995-03-09,1.4132,0.889,7.6,1.6152,1.1612,5.617,6.211,7.1385,,0.741,0.646,90.57,1.4165,788.2,26.09,24.75,2.548,31.685
1995-03-10,1.4091,0.882,6.35,1.5802,1.1785,5.6855,6.312,7.235,,0.7445,0.6465,91.23,1.421,787,26.11,24.79,2.552,31.78
1995-03-13,1.4121,0.881,6.47,1.5968,1.174,5.664,6.2835,7.277,,0.7462,0.6507,90.5,1.4158,786.4,26.12,24.75,2.5517,31.8005
1995-03-14,1.417,0.881,6.57,1.5855,1.177,5.6645,6.287,7.2075,,0.744,0.6504,90.97,1.4161,783,26.11,24.78,2.5525,31.835
1995-03-15,1.4158,0.885,6.9,1.603,1.1485,5.588,6.2175,7.198,,0.7455,0.6505,89.4,1.411,783.8,26.1,24.73,2.545,31.385
1995-03-16,1.4142,0.899,7.25,1.586,1.1642,5.625,6.2635,7.217,,0.746,0.6415,90.3,1.4114,782.3,26.06,24.74,2.5475,31.455
1995-03-17,1.4178,0.898,7.21,1.582,1.1505,5.595,6.222,7.237,,0.734,0.6463,89.19,1.411,781.8,26.02,24.72,2.5515,31.405
1995-03-20,1.4085,0.913,7,1.5805,1.164,5.62,6.2655,7.2805,,0.7238,0.6447,89.42,1.4132,778.8,25.97,24.73,2.5502,31.5
1995-03-21,1.402,0.898,7.1,1.5855,1.1767,5.6635,6.3125,7.284,,0.7264,0.6465,89.38,1.4155,777.5,26.01,24.73,2.5505,31.505
1995-03-22,1.4026,0.906,7.23,1.586,1.1675,5.6235,6.2765,7.2965,,0.725,0.647,88.92,1.4155,775.9,26.03,24.72,2.5495,31.565
1995-03-23,1.4065,0.908,7.1,1.5923,1.1665,5.6225,6.2725,7.3295,,0.7253,0.6482,88.31,1.4153,771.4,26.01,24.7,2.5505,31.6
1995-03-24,1.4015,0.909,6.85,1.588,1.176,5.6425,6.3235,7.355,,0.7285,0.6505,89.1,1.4222,769.5,26.01,24.72,2.546,31.62
1995-03-27,1.4015,0.91,6.72,1.5955,1.1595,5.578,6.256,7.293,,0.7252,0.6481,89.07,1.42,773.9,26.06,24.73,2.5385,31.615
1995-03-28,1.4033,0.91,6.82,1.61,1.1495,5.547,6.216,7.3515,,0.7273,0.6482,89.22,1.419,772.7,26.04,24.69,2.536,31.55
1995-03-29,1.4037,0.906,6.81,1.608,1.1412,5.519,6.199,7.344,,0.7239,0.6491,88.31,1.4165,774.2,26.05,24.68,2.5345,31.5
1995-03-30,1.3987,0.902,6.76,1.5985,1.171,5.572,6.274,7.439,,0.728,0.6497,89.53,1.422,774.6,25.99,24.76,2.5395,31.455
1995-03-31,1.3993,0.9,6.82,1.619,1.133,5.4495,6.1695,7.395,,0.7325,0.6549,86.85,1.4125,774.5,26,24.65,2.531,31.43
1995-04-03,1.399,0.904,6.82,1.616,1.1242,5.44,6.1705,7.3635,,0.7327,0.6548,86.25,1.408,774.4,25.94,24.62,2.5253,31.47
1995-04-04,1.3943,0.899,6.62,1.6015,1.137,5.4825,6.2055,7.3865,,0.7327,0.655,86.36,1.4087,772.9,25.94,24.63,2.523,31.41
1995-04-05,1.3923,0.898,6.46,1.6065,1.1322,5.451,6.186,7.39,,0.7393,0.657,86.25,1.4068,773.9,25.94,24.64,2.5,31.445
1995-04-06,1.3998,0.895,6.47,1.6058,1.128,5.4135,6.178,7.38,,0.7402,0.658,85.47,1.4057,774.1,25.9,24.6,2.4925,31.43
1995-04-07,1.3918,0.899,6.32,1.6015,1.135,5.4445,6.2085,7.362,,0.741,0.663,84.32,1.404,775,25.68,24.6,2.494,31.41
1995-04-10,1.3841,,6.4,1.594,1.1605,5.5445,6.303,7.351,,0.741,0.6645,83.1,1.3985,772.8,25.17,24.595,2.486,31.4
1995-04-11,1.3796,0.901,6.3,1.5945,1.1525,5.5115,6.273,7.337,,0.7405,0.6628,83.8,1.4035,770.8,25.3,24.62,2.4875,31.4
1995-04-12,1.3777,0.907,6.18,1.59,1.1562,5.5145,6.294,7.3755,,0.7427,0.667,84,1.4005,771.8,25.4,24.61,2.4745,31.39
1995-04-13,1.3737,0.909,6.32,1.6068,1.1495,5.456,6.2235,7.319,,0.7397,0.6728,83.59,1.3947,772.6,25.35,24.57,2.4675,31.36
1995-04-14,1.369,0.909,6.32,1.602,1.1522,5.4625,6.2255,7.321,,0.74,0.672,83.35,1.395,773.4,25.36,24.56,2.4645,31.36
1995-04-17,1.3663,0.905,6.27,1.6195,1.1292,5.39,6.134,7.2505,,0.7418,0.6751,82.1,1.3953,773.2,25.35,24.52,2.4635,31.41
1995-04-18,1.3697,0.906,6.24,1.614,1.126,5.375,6.142,7.2925,,0.7411,0.6718,81.4,1.3945,771.8,25.35,24.49,2.4685,31.395
1995-04-19,1.3711,0.913,6.11,1.616,1.1172,5.366,6.1275,7.3055,,0.7351,0.6695,81.12,1.3937,770.7,25.31,24.47,2.4665,31.4
1995-04-20,1.3708,0.918,6.12,1.6127,1.143,5.4345,6.225,7.4095,,0.7345,0.6716,82.95,1.398,769.3,25.37,24.54,2.4727,31.44
1995-04-21,1.3683,0.908,6.01,1.61,1.136,5.43,6.204,7.406,,0.7325,0.672,82.92,1.3945,768.7,25.41,24.55,2.466,31.425
1995-04-24,1.3655,0.913,5.97,1.6055,1.1375,5.414,6.1935,7.468,,0.7298,0.6721,83.26,1.3945,767.4,25.4,24.56,2.4595,31.4
1995-04-25,1.365,0.921,5.91,1.6135,1.132,5.3855,6.1655,7.3495,,0.727,0.6737,81.95,1.392,765.8,25.41,24.52,2.4535,31.38
1995-04-26,1.363,0.917,5.83,1.6105,1.1395,5.4075,6.209,7.3295,,0.7262,0.6663,83.98,1.3963,764.9,25.41,24.57,2.4675,31.38
1995-04-27,1.3633,0.917,5.85,1.6162,1.135,5.419,6.201,7.2435,,0.7278,0.6737,83.58,1.394,764.8,25.42,24.58,2.4685,31.39
1995-04-28,1.3597,0.913,6.05,1.6091,1.1455,5.4395,6.2315,7.2695,,0.7272,0.6718,84.04,1.3937,763.9,25.41,24.6,2.472,31.45
1995-05-01,1.3555,0.918,5.94,1.618,1.146,5.4615,6.2425,7.2715,,0.7285,0.6744,83.53,1.3907,764.8,25.4,24.6,2.471,31.44
1995-05-02,1.3576,0.914,5.96,1.6125,1.135,5.4265,6.222,7.3035,,0.7292,0.675,83.69,1.3902,764.8,25.4,24.56,2.4655,31.432
1995-05-03,1.3645,0.904,5.83,1.6172,1.133,5.4045,6.2005,7.2665,,0.733,0.6762,83.45,1.39,765.1,25.4,24.58,2.4605,31.43
1995-05-04,1.3645,0.903,5.91,1.6185,1.129,5.386,6.1765,7.255,,0.7405,0.6785,83.62,1.3905,765.3,25.41,24.56,2.4613,31.42
1995-05-05,1.354,0.901,5.87,1.599,1.132,5.387,6.191,7.259,,0.7417,0.6753,84.03,1.3917,765.3,25.41,24.58,2.4673,31.42
1995-05-08,1.3581,0.898,5.88,1.608,1.1245,5.3535,6.1455,7.186,,0.7385,0.6755,83,1.39,765.5,25.41,24.54,2.4625,31.4
1995-05-09,1.3578,0.897,5.86,1.5885,1.132,5.3835,6.1845,7.1745,,0.7292,0.6752,82.95,1.3916,763.6,25.41,24.54,2.4642,31.39
1995-05-10,1.3568,0.894,5.97,1.5815,1.154,5.4515,6.2435,7.1805,,0.7286,0.6713,83.87,1.3936,762.9,25.41,24.59,2.4665,31.435
1995-05-11,1.352,0.896,5.93,1.5576,1.19,5.547,6.298,7.3108,,0.7328,0.6695,85.8,1.401,763.3,25.41,24.68,2.4733,31.38
1995-05-12,1.3535,0.896,5.95,1.571,1.205,5.6315,6.4395,7.376,,0.7407,0.662,87,1.409,764.1,25.41,24.74,2.4915,31.44
1995-05-15,1.3592,0.889,5.97,1.5652,1.2085,5.64,6.419,7.3525,,0.7333,0.6616,86.86,1.406,766.3,25.5,24.73,2.494,31.45
1995-05-16,1.3562,0.89,5.95,1.569,1.1985,5.6195,6.383,7.313,,0.7273,0.6628,86.2,1.4013,766.2,25.58,24.71,2.482,31.45
1995-05-17,1.3572,0.89,5.94,1.5685,1.2005,5.684,6.409,7.369,,0.7305,0.6666,86.73,1.3998,765.5,25.59,24.74,2.4725,31.44
1995-05-18,1.357,0.89,5.94,1.5625,1.218,5.688,6.4715,7.44,,0.7175,0.661,87.43,1.398,764.9,25.65,24.8,2.474,31.44
1995-05-19,1.357,0.891,5.92,1.5735,1.201,5.631,6.4075,7.3905,,0.715,0.656,86.77,1.394,764.5,25.65,24.76,2.464,31.42
1995-05-22,1.365,0.889,5.92,1.575,1.199,5.6285,6.4165,7.3565,,0.7181,0.6576,87.47,1.3945,763.7,25.78,24.76,2.4623,31.407
1995-05-23,1.365,0.889,5.99,1.566,1.2045,5.654,6.445,7.4295,,0.7187,0.6604,87.38,1.3932,764.3,25.83,24.75,2.462,31.387
1995-05-24,1.3653,0.889,6.06,1.5755,1.2,5.6215,6.4005,7.3765,,0.717,0.6588,87.15,1.3937,764.8,25.84,24.75,2.4615,31.4
1995-05-25,1.3695,0.894,6.1,1.6037,1.165,5.4905,6.2365,7.252,,0.7192,0.664,85.05,1.3905,763.3,25.77,24.69,2.4573,31.41
1995-05-26,1.373,0.898,6.17,1.604,1.138,5.39,6.1505,7.283,,0.719,0.669,82.85,1.3903,763.1,25.4,24.62,2.4605,31.4
1995-05-29,,,,,,,,,,,,,,,,,,
1995-05-30,1.3707,0.907,6.21,1.601,1.144,5.4245,6.1905,7.2655,,0.7203,0.6673,83,1.3907,763.1,25.58,24.6,2.4658,31.3725
1995-05-31,1.3698,0.908,6.16,1.5865,1.1675,5.5225,6.2825,7.346,,0.719,0.6647,84.65,1.393,763.1,25.58,24.7,2.465,31.43
1995-06-01,1.373,0.908,6.25,1.5945,1.171,5.344,6.2925,7.325,,0.7154,0.6613,84.95,1.391,762,25.7,24.69,2.462,31.42
1995-06-02,1.3757,0.904,6.2,1.586,1.169,5.5325,6.301,7.345,,0.7165,0.6678,84.9,1.3916,761.8,25.71,24.69,2.4563,31.44
1995-06-05,1.3772,0.903,6.18,1.5955,1.1555,5.4775,6.2395,7.222,,0.7143,0.668,84.63,1.3915,763.8,25.67,24.66,2.4527,31.4
1995-06-06,1.381,0.908,6.125,1.59,1.17,5.523,6.314,7.2385,,0.7165,0.6703,85.1,1.393,763.8,25.74,24.69,2.437,31.4
1995-06-07,1.3805,0.911,6.15,1.5942,1.158,5.485,6.259,7.2135,,0.7205,0.672,84.24,1.3917,764.9,25.69,24.65,2.4392,31.412
1995-06-08,1.3738,0.911,6.23,1.592,1.1685,5.521,6.323,7.239,,0.7227,0.6703,84.9,1.3923,764,25.69,24.7,2.4385,31.41
1995-06-09,1.3769,0.918,6.27,1.5945,1.1585,5.479,6.2425,7.2215,,0.72,0.668,84.4,1.392,763.5,25.69,24.66,2.4418,31.42
1995-06-12,1.3798,0.919,6.29,1.595,1.1545,5.4735,6.239,7.243,,0.7175,0.6675,83.92,1.3923,767.3,25.73,24.64,2.4405,31.42
1995-06-13,1.3843,0.917,6.2,1.5955,1.1603,5.4885,6.258,7.2595,,0.7193,0.6693,84.33,1.3942,766.9,25.75,24.64,2.4405,31.4
1995-06-14,1.3815,0.907,6.23,1.6085,1.156,5.4585,6.233,7.2245,,0.7215,0.6712,84.4,1.3945,765.1,25.8,24.65,2.389,31.4
1995-06-15,1.377,0.907,6.2,1.5955,1.1705,5.5085,6.2815,7.2865,,0.7275,0.6687,84.82,1.3985,766.2,25.78,24.68,2.4438,31.4
1995-06-16,1.3825,0.909,6.19,1.607,1.1622,5.4725,6.2415,7.2545,,0.7281,0.6691,84.66,1.396,765.4,25.79,24.67,2.442,31.4
1995-06-19,1.3813,0.912,6.225,1.5995,1.1645,5.4855,6.2545,7.2885,,0.7267,0.6712,84.95,1.3955,764.3,25.88,24.67,2.4415,31.4
1995-06-20,1.3798,0.915,6.22,1.603,1.157,5.4485,6.2145,7.273,,0.7243,0.6722,84.65,1.3967,763.8,25.91,24.66,2.4392,31.4
1995-06-21,1.376,0.919,6.28,1.6049,1.152,5.4375,6.202,7.274,,0.7255,0.6725,84.38,1.4,763.5,25.88,24.66,2.437,31.39
1995-06-22,1.3763,0.919,6.255,1.5998,1.158,5.466,6.2345,7.277,,0.7207,0.6705,84.65,1.3997,763.5,25.84,24.68,2.439,31.38
1995-06-23,1.3743,0.919,6.25,1.6045,1.1475,5.418,6.1855,7.2425,,0.7208,0.67,84.5,1.3975,763.6,25.79,24.67,2.4383,31.39
1995-06-26,1.3725,0.918,6.26,1.5855,1.1515,5.434,6.206,7.266,,0.7185,0.672,84.34,1.3985,763.3,25.84,24.67,2.4377,31.377
1995-06-27,1.376,0.919,6.275,1.5845,1.145,5.403,6.1595,7.247,,0.7142,0.6713,84.08,1.3975,763.3,25.87,24.66,2.4375,31.375
1995-06-28,1.3755,0.919,6.32,1.574,1.1625,5.471,6.2415,7.309,,0.7142,0.6682,85.7,1.398,762.7,25.85,24.71,2.4395,31.407
1995-06-29,1.3765,0.919,6.27,1.5915,1.15,5.4005,6.1625,7.2485,,0.7155,0.6685,84.7,1.397,761.6,25.82,24.69,2.4395,31.43
1995-06-30,1.3738,0.921,6.255,1.5905,1.1515,5.4015,6.1655,7.29,,0.7108,0.6685,84.78,1.3975,761.1,25.83,24.69,2.4378,31.41
1995-07-03,1.3723,0.92,6.255,1.5972,1.146,5.3915,6.1565,7.2455,,0.71,0.6705,84.8,1.3963,761,25.9,24.68,2.4387,31.41
1995-07-04,,,,,,,,,,,,,,,,,,
1995-07-05,1.3703,0.923,6.27,1.595,1.1468,5.3895,6.1515,7.2445,,0.71,0.6714,84.94,1.397,760.1,25.88,24.69,2.442,31.38
1995-07-06,1.3693,0.925,6.25,1.5985,1.1488,5.3965,6.1555,7.251,,0.7115,0.6757,85.18,1.3973,759.1,25.88,24.7,2.4422,31.38
1995-07-07,1.364,0.925,6.17,1.5945,1.158,5.4245,6.194,7.261,,0.7157,0.6774,86.77,1.4005,759,25.93,24.75,2.4442,31.39
1995-07-10,1.3518,0.925,6.15,1.5905,1.1613,5.437,6.2075,7.2435,,0.7146,0.6727,87.09,1.404,760.2,26.21,24.75,2.4495,31.372
1995-07-11,1.3541,0.9243,6.11,1.588,1.166,5.4645,6.2395,7.27,,0.72,0.6735,87.45,1.403,760.6,26.17,24.77,2.4557,31.402
1995-07-12,1.3555,0.9241,6.1175,1.5915,1.166,5.4595,6.2315,7.208,,0.7215,0.6728,87.51,1.399,760.7,26.18,24.78,2.452,31.37
1995-07-13,1.3592,0.926,6.05,1.6005,1.1605,5.4265,6.189,7.1785,,0.7327,0.6756,87.4,1.398,760.3,26.21,24.75,2.4495,31.372
1995-07-14,1.3593,0.9255,6.0175,1.5945,1.1635,5.4245,6.1865,7.193,,0.7303,0.6763,87.89,1.3977,760.1,26.18,24.75,2.4489,31.37
1995-07-17,1.3561,0.929,6,1.5945,1.1663,5.434,6.195,7.187,,0.7323,0.6745,88.65,1.4005,762.1,26.3,24.78,2.4505,31.38
1995-07-18,1.3605,0.928,6.04,1.5962,1.1585,5.4045,6.171,7.1795,,0.7324,0.6753,88.35,1.3972,762.1,26.4,24.78,2.4485,31.38
1995-07-19,1.3602,0.929,6.08,1.5955,1.1575,5.3985,6.1685,7.1675,,0.732,0.6755,87.75,1.4,761.2,26.39,24.77,2.4488,31.39
1995-07-20,1.3635,0.9281,6.15,1.597,1.1503,5.372,6.1415,7.155,,0.7348,0.6763,87.76,1.3995,759.9,26.38,24.77,2.45,31.38
1995-07-21,1.3598,0.9333,6.1,1.594,1.1565,5.3735,6.138,7.1305,,0.735,0.6746,88.55,1.3995,759.5,26.42,24.79,2.4495,31.37
1995-07-24,1.359,0.9332,6.095,1.5976,1.1503,5.3895,6.1535,7.1525,,0.7375,0.676,87.55,1.3995,759.1,26.5,24.76,2.452,31.38
1995-07-25,1.3558,0.9354,6.16,1.5879,1.16,5.43,6.193,7.1415,,0.7385,0.6762,87.88,1.3985,759.2,26.59,24.77,2.4545,31.377
1995-07-26,1.358,0.9352,6.11,1.5956,1.1525,5.4025,6.16,7.0965,,0.7381,0.6745,87.95,1.3978,759.1,26.7,24.76,2.453,31.39
1995-07-27,1.3608,0.9358,6.095,1.5964,1.1468,5.3785,6.1335,7.072,,0.7365,0.6697,87.95,1.3945,759.1,26.44,24.76,2.4554,31.387
1995-07-28,1.3644,0.9363,6.105,1.6003,1.146,5.365,6.1155,7.048,,0.7363,0.671,88.18,1.3943,759,26.42,24.76,2.4575,31.395
1995-07-31,1.3695,0.9353,6.115,1.598,1.1505,5.3845,6.139,7.072,,0.7387,0.6738,88.34,1.3935,759.5,26.48,24.77,2.457,31.43
1995-08-01,1.3667,0.9355,6.125,1.5992,1.146,5.371,6.1265,7.0905,,0.7403,0.6732,88.43,1.394,760.1,26.64,24.77,2.45,31.42
1995-08-02,1.357,0.9353,6.12,1.5995,1.1588,5.426,6.1795,7.1235,,0.7405,0.6706,90.82,1.3975,760.2,26.68,24.82,2.4595,31.42
1995-08-03,1.3589,0.9351,6.125,1.6068,1.1493,5.39,6.1385,7.0575,,0.7402,0.6705,90.45,1.398,760.5,26.8,24.79,2.461,31.417
1995-08-04,1.3562,0.936,6.155,1.6073,1.1495,5.4035,6.146,7.0525,,0.7425,0.6695,91.25,1.3987,758.5,26.6,24.82,2.462,31.42
1995-08-07,1.3574,0.9351,6.12,1.6018,1.1655,5.4525,6.202,7.1145,,0.7414,0.6687,91.3,1.4,762,26.94,24.83,2.4705,31.44
1995-08-08,1.3565,0.9351,6.145,1.601,1.169,5.4695,6.218,7.152,,0.7436,0.6655,91.77,1.3975,761.6,26.92,24.85,2.4685,31.45
1995-08-09,1.3605,0.9362,6.14,1.6002,1.164,5.4575,6.205,7.149,,0.742,0.662,91.57,1.3965,761.2,26.95,24.84,2.4675,31.47
1995-08-10,1.358,0.9352,6.146,1.5888,1.178,5.5125,6.255,7.1355,,0.7398,0.6573,92.83,1.3962,761,26.97,24.89,2.4715,31.45
